Location,Area_sqft,Bedroom,Bathroom,Price,Latitude,Longitude,Location_Label,Price_Zone,Price_Zone_Num,Distance_to_Center,Price_per_sqft,BedBath_Ratio,Price_per_Bedroom,Size_Category,Location_Cluster
"Manikdi, Cantonment",1230,3,3,5000000,23.8260022,90.3919059,cantonment,Low,0,0.025897413763730507,4065.040650406504,0.75,1250000.0,Medium,1
"Block F, Bashundhara R-A",1796,4,4,14000000,23.820682,90.43490919999999,bashundhara r-a,Medium,1,0.024697331204806904,7795.100222717149,0.8,2800000.0,Large,0
"Section 10, Mirpur",1100,2,2,5500000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,5000.0,0.6666666666666666,1833333.3333333333,Medium,1
"Block H, Bashundhara R-A",2200,4,4,20000000,23.8258759,90.4390353,bashundhara r-a,Medium,1,0.03076899099581054,9090.90909090909,0.8,4000000.0,Large,0
"Nasirabad Housing Society, Muradpur",1860,4,4,13820000,22.3650739,91.8276288,muradpur,Low,0,2.0226883103213584,7430.10752688172,0.8,2764000.0,Large,0
"Block H, Aftab Nagar",2000,5,5,20000000,23.7641281,90.44669909999999,aftab nagar,Low,0,0.057458008931912594,10000.0,0.8333333333333334,3333333.3333333335,Large,0
"Section 12, Mirpur",1400,3,3,6000000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,4285.714285714285,0.75,1500000.0,Medium,1
"Block I, Bashundhara R-A",2250,4,4,18000000,23.8206687,90.43962479999999,bashundhara r-a,Medium,1,0.02903902055389801,8000.0,0.8,3600000.0,Large,0
"Block E, Banasree",1055,3,3,5800000,23.7619353,90.43314099999999,banasree,Low,0,0.05258512229794613,5497.630331753555,0.75,1450000.0,Medium,1
"Section 10, Mirpur",1150,2,2,5500000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,4782.608695652174,0.6666666666666666,1833333.3333333333,Medium,1
"Monipuri School Road, Ibrahimpur",1450,3,3,9500000,23.7940465,90.3830754,ibrahimpur,Low,0,0.03361522493469237,6551.724137931034,0.75,2375000.0,Medium,1
"Rasdia Mouza, Uttara",1206,3,3,14000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,11608.623548922056,0.75,3500000.0,Medium,0
"East Monipur, Mirpur",850,2,2,5100000,23.8009532,90.3717459,mirpur,Medium,1,0.04181219124908583,6000.0,0.6666666666666666,1700000.0,Medium,1
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1120,2,2,6720000,22.369592,91.8212063,7 no. west sholoshohor ward,Low,0,2.014967240657701,6000.0,0.6666666666666666,2240000.0,Medium,1
"East Shewrapara, Mirpur",1150,3,3,6500000,23.7933187,90.376601,mirpur,Medium,1,0.03971275299812494,5652.173913043478,0.75,1625000.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",1200,3,3,6000000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,5000.0,0.75,1500000.0,Medium,1
"Middle Paikpara, Mirpur",980,3,3,5500000,23.7903857,90.35894890000002,mirpur,Medium,1,0.057134049880064604,5612.244897959184,0.75,1375000.0,Medium,1
"Section 11, Mirpur",650,2,2,3000000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,4615.384615384615,0.6666666666666666,1000000.0,Small,1
"East Rampura, Rampura",1350,3,3,11000000,23.7582378,90.42547979999999,rampura,Low,0,0.0536558279861572,8148.148148148148,0.75,2750000.0,Medium,1
"Section 11, Mirpur",600,2,2,2300000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,3833.3333333333335,0.6666666666666666,766666.6666666666,Small,1
"Rupnagar R/A, Mirpur",850,2,2,5300000,23.8085164,90.3558058,mirpur,Medium,1,0.05672224909680062,6235.294117647059,0.6666666666666666,1766666.6666666667,Medium,1
"Section 1, Mirpur",1570,4,4,12500000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,7961.783439490446,0.8,2500000.0,Large,1
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1100,2,2,6600000,22.369592,91.8212063,7 no. west sholoshohor ward,Low,0,2.014967240657701,6000.0,0.6666666666666666,2200000.0,Medium,1
"Kallyanpur, Mirpur",1180,3,3,5500000,23.7822036,90.35953719999999,mirpur,Medium,1,0.059953864569354254,4661.016949152542,0.75,1375000.0,Medium,1
"Chandana, Gazipur Sadar Upazila",920,2,2,3220000,23.9999322,90.4202176,gazipur sadar upazila,Low,0,0.18978917942443263,3500.0,0.6666666666666666,1073333.3333333333,Medium,1
"Section 12, Mirpur",1770,3,3,9000000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,5084.745762711865,0.75,2250000.0,Large,1
"West Nakhalpara, Tejgaon",1245,3,3,9000000,23.7694761,90.394261,tejgaon,Low,0,0.044712995115626424,7228.915662650603,0.75,2250000.0,Medium,1
"East Kazipara, Mirpur",1000,2,2,6500000,23.8000133,90.3760125,mirpur,Medium,1,0.03790981209580841,6500.0,0.6666666666666666,2166666.6666666665,Medium,1
"Middle Paikpara, Mirpur",1000,2,2,5500000,23.7903857,90.35894890000002,mirpur,Medium,1,0.057134049880064604,5500.0,0.6666666666666666,1833333.3333333333,Medium,1
"Rupnagar R/A, Mirpur",1250,4,4,6800000,23.8085164,90.3558058,mirpur,Medium,1,0.05672224909680062,5440.0,0.8,1360000.0,Medium,1
"Block D, Banasree",1285,3,3,11000000,23.7619353,90.43314099999999,banasree,Low,0,0.05258512229794613,8560.311284046693,0.75,2750000.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",1200,3,3,6000000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,5000.0,0.75,1500000.0,Medium,1
"Block J, Bashundhara R-A",2150,4,4,18875000,23.8228913,90.4425723,bashundhara r-a,Medium,1,0.03260190275091242,8779.06976744186,0.8,3775000.0,Large,0
"Section 2, Mirpur",1133,3,3,5200000,23.8060072,90.3571841,mirpur,Medium,1,0.055482221698933715,4589.585172109444,0.75,1300000.0,Medium,1
"Rasdia Mouza, Uttara",1350,3,3,9000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,6666.666666666667,0.75,2250000.0,Medium,1
"Rasdia Mouza, Uttara",1905,3,3,21000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,11023.622047244095,0.75,5250000.0,Large,0
"Baitul Aman Housing Society, Adabor",800,2,2,5600000,23.7734642,90.3580005,adabor,Low,0,0.0657804808578444,7000.0,0.6666666666666666,1866666.6666666667,Medium,1
"Rasdia Mouza, Uttara",2000,4,4,19000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,9500.0,0.8,3800000.0,Large,0
"Kallyanpur, Mirpur",1220,3,3,7000000,23.7822036,90.35953719999999,mirpur,Medium,1,0.059953864569354254,5737.704918032787,0.75,1750000.0,Medium,1
"Block C, Bashundhara R-A",250,1,1,3400000,23.8184723,90.4272477,bashundhara r-a,Medium,1,0.01686063885444435,13600.0,0.5,1700000.0,Small,1
"Middle Paikpara, Mirpur",915,2,2,4000000,23.7903857,90.35894890000002,mirpur,Medium,1,0.057134049880064604,4371.584699453552,0.6666666666666666,1333333.3333333333,Medium,1
"Section 10, Mirpur",980,2,2,5500000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,5612.244897959184,0.6666666666666666,1833333.3333333333,Medium,1
"Section 12, Mirpur",650,2,2,2200000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,3384.6153846153848,0.6666666666666666,733333.3333333334,Small,1
"South Agrabad, Double Mooring",1300,3,3,7150000,22.3208039,91.80502179999999,double mooring,Low,0,2.039047717781622,5500.0,0.75,1787500.0,Medium,1
"Dewan Bazar, Bakalia",1206,3,3,5427000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1356750.0,Medium,1
"Dewan Bazar, Bakalia",1186,3,3,5337000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1334250.0,Medium,1
"Bahaddarhat, 4 No Chandgaon Ward",1355,3,3,5013500,22.3702767,91.8434162,4 no chandgaon ward,Low,0,2.0300710026906263,3700.0,0.75,1253375.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",1200,2,2,5000000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,4166.666666666667,0.6666666666666666,1666666.6666666667,Medium,1
"North Forida Para, 4 No Chandgaon Ward",1550,3,3,6500000,27.6648274,-81.5157535,4 no chandgaon ward,Low,0,171.9714561578101,4193.548387096775,0.75,1625000.0,Large,1
"Dewan Bazar, Bakalia",1186,3,3,5337000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1334250.0,Medium,1
"Dewan Bazar, Bakalia",2000,3,3,10000000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5000.0,0.75,2500000.0,Large,1
"Bahaddarhat, 4 No Chandgaon Ward",1535,3,3,6000000,22.3702767,91.8434162,4 no chandgaon ward,Low,0,2.0300710026906263,3908.7947882736157,0.75,1500000.0,Large,1
"Rasdia Mouza, Uttara",1050,2,2,4000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,3809.5238095238096,0.6666666666666666,1333333.3333333333,Medium,1
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1335,3,3,6007500,22.369592,91.8212063,7 no. west sholoshohor ward,Low,0,2.014967240657701,4500.0,0.75,1501875.0,Medium,1
"Chandgaon Residential Area, 4 No Chandgaon Ward",1298,3,3,6490000,22.3784211,91.8476843,4 no chandgaon ward,Low,0,2.027321178114536,5000.0,0.75,1622500.0,Medium,1
"23 No. North Pathantooly Ward, Double Mooring",1222,3,3,4888000,22.3370683,91.81598819999999,double mooring,Low,0,2.0347458734259996,4000.0,0.75,1222000.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",1200,2,2,4800000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,4000.0,0.6666666666666666,1600000.0,Medium,1
"23 No. North Pathantooly Ward, Double Mooring",1226,3,3,4904000,22.3370683,91.81598819999999,double mooring,Low,0,2.0347458734259996,4000.0,0.75,1226000.0,Medium,1
"Dewan Bazar, Bakalia",1250,3,3,5625000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1406250.0,Medium,1
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1330,3,3,5985000,22.369592,91.8212063,7 no. west sholoshohor ward,Low,0,2.014967240657701,4500.0,0.75,1496250.0,Medium,1
"Nasirabad Housing Society, Muradpur",1850,4,4,10000000,22.3650739,91.8276288,muradpur,Low,0,2.0226883103213584,5405.405405405405,0.8,2000000.0,Large,1
"South Agrabad, Double Mooring",1075,3,3,5052500,22.3208039,91.80502179999999,double mooring,Low,0,2.039047717781622,4700.0,0.75,1263125.0,Medium,1
"Dewan Bazar, Bakalia",1206,3,3,5427000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1356750.0,Medium,1
"Dewan Bazar, Bakalia",1206,3,3,5427000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1356750.0,Medium,1
"Chand Mia Road, 4 No Chandgaon Ward",1500,3,3,6800000,22.3878302,91.8447961,4 no chandgaon ward,Low,0,2.018636284719776,4533.333333333333,0.75,1700000.0,Medium,1
"Dewan Bazar, Bakalia",1206,3,3,5427000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1356750.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",1250,2,2,4800000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,3840.0,0.6666666666666666,1600000.0,Medium,1
"Dewan Bazar, Bakalia",1500,3,3,8500000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5666.666666666667,0.75,2125000.0,Medium,1
"Chandgaon Residential Area, 4 No Chandgaon Ward",1550,3,3,7500000,22.3784211,91.8476843,4 no chandgaon ward,Low,0,2.027321178114536,4838.709677419355,0.75,1875000.0,Large,1
"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",1120,2,2,6720000,22.369592,91.8212063,7 no. west sholoshohor ward,Low,0,2.014967240657701,6000.0,0.6666666666666666,2240000.0,Medium,1
"Dewan Bazar, Bakalia",1206,3,3,5427000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1356750.0,Medium,1
"Chandgaon Residential Area, 4 No Chandgaon Ward",1700,3,3,8160000,22.3784211,91.8476843,4 no chandgaon ward,Low,0,2.027321178114536,4800.0,0.75,2040000.0,Large,1
"Vatara, Badda",1310,3,3,7900000,23.8002468,90.42931019999999,badda,Low,0,0.01958697664980115,6030.534351145038,0.75,1975000.0,Medium,1
"South Mollartek, Dakshin Khan",1475,3,3,8850000,23.8571886,90.40957279999999,dakshin khan,Low,0,0.04697988196877386,6000.0,0.75,2212500.0,Medium,1
"Pallabi, Mirpur",1580,3,3,10500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,6645.569620253164,0.75,2625000.0,Large,1
"East Monipur, Mirpur",1150,3,3,7000000,23.8009532,90.3717459,mirpur,Medium,1,0.04181219124908583,6086.95652173913,0.75,1750000.0,Medium,1
"Kaibalyadham Housing Society, 9 No. North Pahartali Ward",1350,3,3,6300000,22.3761758,91.7818796,9 no. north pahartali ward,Low,0,1.9829051187391227,4666.666666666667,0.75,1575000.0,Medium,1
"Section 6, Mirpur",770,2,2,4000000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,5194.805194805195,0.6666666666666666,1333333.3333333333,Small,1
"Dewan Bazar, Bakalia",1500,3,3,8250000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,2062500.0,Medium,1
"Block A, Bashundhara R-A",1852,3,3,21500000,23.8136688,90.42957170000001,bashundhara r-a,Medium,1,0.017400912456838256,11609.071274298056,0.75,5375000.0,Large,0
"Dewan Bazar, Bakalia",1253,3,3,5638500,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1409625.0,Medium,1
"Ashkona, Dakshin Khan",1450,2,2,9425000,23.853447,90.4184093,dakshin khan,Low,0,0.04354978111873562,6500.0,0.6666666666666666,3141666.6666666665,Medium,1
"Block H, Bashundhara R-A",1560,3,3,15600000,23.8258759,90.4390353,bashundhara r-a,Medium,1,0.03076899099581054,10000.0,0.75,3900000.0,Large,0
"Sector 18, Uttara",1654,4,4,8500000,23.8550847,90.3583606,uttara,High,2,0.0702619668558277,5139.056831922612,0.8,1700000.0,Large,1
"Section 2, Mirpur",1740,4,4,11300000,23.8060072,90.3571841,mirpur,Medium,1,0.055482221698933715,6494.252873563219,0.8,2260000.0,Large,1
"Dewan Bazar, Bakalia",1253,3,3,5638500,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1409625.0,Medium,1
"Dewan Bazar, Bakalia",1302,3,3,5859000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1464750.0,Medium,1
"Baitul Aman Housing Society, Adabor",900,2,2,4000000,23.7734642,90.3580005,adabor,Low,0,0.0657804808578444,4444.444444444444,0.6666666666666666,1333333.3333333333,Medium,1
"Dewan Bazar, Bakalia",1685,3,3,9267500,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,2316875.0,Large,1
"Dewan Bazar, Bakalia",1262,3,3,5679000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1419750.0,Medium,1
"East Monipur, Mirpur",1520,3,3,11400000,23.8009532,90.3717459,mirpur,Medium,1,0.04181219124908583,7500.0,0.75,2850000.0,Large,1
"Lalkuthi, Mirpur",1200,3,3,6000000,23.7889277,90.34600909999999,mirpur,Medium,1,0.06984135587244,5000.0,0.75,1500000.0,Medium,1
"Dewan Bazar, Bakalia",1262,3,3,5679000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,4500.0,0.75,1419750.0,Medium,1
"24 No. North Agrabad Ward, Double Mooring",900,2,2,5300000,22.3327212,91.80502179999999,double mooring,Low,0,2.030358607163935,5888.888888888889,0.6666666666666666,1766666.6666666667,Medium,1
"Block F, Banasree",1700,3,3,14900000,23.7604313,90.4390353,banasree,Low,0,0.056489020046203986,8764.70588235294,0.75,3725000.0,Large,0
Agargaon,1700,3,3,11000000,23.7791954,90.3736584,agargaon,Low,0,0.049761089535097516,6470.588235294118,0.75,2750000.0,Large,1
"Lalkuthi, Mirpur",1300,3,3,6000000,23.7889277,90.34600909999999,mirpur,Medium,1,0.06984135587244,4615.384615384615,0.75,1500000.0,Medium,1
"Dewan Bazar, Bakalia",1500,3,3,8250000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,2062500.0,Medium,1
"1st Colony, Mirpur",1400,3,3,8000000,23.7848367,90.3463031,mirpur,Medium,1,0.07092537780300741,5714.285714285715,0.75,2000000.0,Medium,1
"Section 2, Mirpur",1400,3,3,7000000,23.8060072,90.3571841,mirpur,Medium,1,0.055482221698933715,5000.0,0.75,1750000.0,Medium,1
"Middle Monipur, Mirpur",1260,3,3,8000000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,6349.206349206349,0.75,2000000.0,Medium,1
"Jubilee Road, 22 No. Enayet Bazaar Ward",1340,3,3,7370000,22.3413715,91.8275825,22 no. enayet bazaar ward,Low,0,2.0396591430723254,5500.0,0.75,1842500.0,Medium,1
"West Shewrapara, Mirpur",1200,3,3,7200000,23.7881199,90.3736584,mirpur,Medium,1,0.044728366017213576,6000.0,0.75,1800000.0,Medium,1
Mymensingh Sadar,1328,3,3,7300000,24.7851062,90.3560076,mymensingh sadar,Low,0,0.976441764170398,5496.987951807229,0.75,1825000.0,Medium,1
"Manoharpur, Kandirpar",1057,3,3,5250000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,4966.887417218543,0.75,1312500.0,Medium,1
"Manoharpur, Kandirpar",1028,3,3,5100000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,4961.089494163424,0.75,1275000.0,Medium,1
"Section 10, Mirpur",900,2,2,6000000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,6666.666666666667,0.6666666666666666,2000000.0,Medium,1
"Sector 7, Uttara",1830,3,3,23000000,23.871349,90.3972052,uttara,High,2,0.06293577129136818,12568.306010928962,0.75,5750000.0,Large,0
"Section 2, Mirpur",900,2,2,5500000,23.8060072,90.3571841,mirpur,Medium,1,0.055482221698933715,6111.111111111111,0.6666666666666666,1833333.3333333333,Medium,1
Mymensingh Sadar,1130,3,3,4500000,24.7851062,90.3560076,mymensingh sadar,Low,0,0.976441764170398,3982.3008849557523,0.75,1125000.0,Medium,1
"Rasdia Mouza, Uttara",1950,4,4,11000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5641.025641025641,0.8,2200000.0,Large,1
"Section 6, Mirpur",650,2,2,3500000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,5384.615384615385,0.6666666666666666,1166666.6666666667,Small,1
"Section 6, Mirpur",650,2,2,3500000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,5384.615384615385,0.6666666666666666,1166666.6666666667,Small,1
"Rasdia Mouza, Uttara",1100,2,2,6000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5454.545454545455,0.6666666666666666,2000000.0,Medium,1
"Manoharpur, Kandirpar",1028,3,3,5100000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,4961.089494163424,0.75,1275000.0,Medium,1
"Terminal Road, Rangpur Sadar",1400,3,3,8400000,25.7438934,89.2755983,rangpur sadar,Low,0,2.2430623959191234,6000.0,0.75,2100000.0,Medium,1
"Manoharpur, Kandirpar",1057,3,3,5250000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,4966.887417218543,0.75,1312500.0,Medium,1
"Section 1, Mirpur",1634,3,3,9800000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,5997.5520195838435,0.75,2450000.0,Large,1
"Section 2, Mirpur",900,2,2,5500000,23.8060072,90.3571841,mirpur,Medium,1,0.055482221698933715,6111.111111111111,0.6666666666666666,1833333.3333333333,Medium,1
"South Banasree Project, Banasree",1200,3,3,8600000,23.7634571,90.4272592,banasree,Low,0,0.04911304577248438,7166.666666666667,0.75,2150000.0,Medium,1
"Manikdi, Cantonment",1300,3,3,7400000,23.8260022,90.3919059,cantonment,Low,0,0.025897413763730507,5692.307692307692,0.75,1850000.0,Medium,1
Mymensingh Sadar,1485,3,3,8000000,24.7851062,90.3560076,mymensingh sadar,Low,0,0.976441764170398,5387.2053872053875,0.75,2000000.0,Medium,1
"Tilpapara, Khilgaon",1294,3,3,10000000,23.7470735,90.4284263,khilgaon,Low,0,0.0652015132795278,7727.975270479134,0.75,2500000.0,Medium,1
"Dhap Jail Road, Rangpur Sadar",1500,3,3,9000000,25.7672646,89.2299787,rangpur sadar,Low,0,2.2864966806463607,6000.0,0.75,2250000.0,Medium,1
"Rasdia Mouza, Uttara",1550,3,3,9300000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,6000.0,0.75,2325000.0,Large,1
"West Khulshi, 9 No. North Pahartali Ward",1440,3,3,8200000,22.3662719,91.80197609999999,9 no. north pahartali ward,Low,0,2.0039613234942464,5694.444444444444,0.75,2050000.0,Medium,1
"Major M A Jalil Road, Barishal Sadar",1600,3,3,8500000,22.7012144,90.35917,barishal sadar,Low,0,1.1103670370770915,5312.5,0.75,2125000.0,Large,1
"Manoharpur, Kandirpar",1175,3,3,5000000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,4255.31914893617,0.75,1250000.0,Medium,1
"Rasdia Mouza, Uttara",1650,3,3,8250000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5000.0,0.75,2062500.0,Large,1
Mymensingh Sadar,1328,3,3,7300000,24.7851062,90.3560076,mymensingh sadar,Low,0,0.976441764170398,5496.987951807229,0.75,1825000.0,Medium,1
"Manoharpur, Kandirpar",915,2,2,4700000,23.46051,91.1815032,kandirpar,Low,0,0.8448188952137861,5136.6120218579235,0.6666666666666666,1566666.6666666667,Medium,1
"Monumiya Road, Barishal Sadar",1300,3,3,6800000,22.7010325,90.3534708,barishal sadar,Low,0,1.1108369965971123,5230.7692307692305,0.75,1700000.0,Medium,1
"Baitul Aman Housing Society, Adabor",1250,3,3,15000000,23.7734642,90.3580005,adabor,Low,0,0.0657804808578444,12000.0,0.75,3750000.0,Medium,0
"17 No West Bakalia Ward, Bakalia",854,2,2,4800000,22.35016,91.84402589999999,bakalia,Low,0,2.044816671971062,5620.608899297424,0.6666666666666666,1600000.0,Medium,1
"Section 1, Mirpur",1000,2,2,6500000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,6500.0,0.6666666666666666,2166666.6666666665,Medium,1
"Khulshi Garden View Housing Society, 9 No. North Pahartali Ward",1250,4,4,8600000,22.3714803,91.8034428,9 no. north pahartali ward,Low,0,2.0012306218874283,6880.0,0.8,1720000.0,Medium,1
"Madina Masjid Road, Thakur Para",1050,2,2,5500000,23.642191779381445,90.3844964658419,thakur para,Low,0,0.17042468062132454,5238.0952380952385,0.6666666666666666,1833333.3333333333,Medium,1
"Rasdia Mouza, Uttara",1575,3,3,9000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5714.285714285715,0.75,2250000.0,Large,1
"17 No West Bakalia Ward, Bakalia",864,2,2,4800000,22.35016,91.84402589999999,bakalia,Low,0,2.044816671971062,5555.555555555556,0.6666666666666666,1600000.0,Medium,1
"East Shewrapara, Mirpur",1250,3,3,9000000,23.7933187,90.376601,mirpur,Medium,1,0.03971275299812494,7200.0,0.75,2250000.0,Medium,1
"Rasdia Mouza, Uttara",840,2,2,4000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,4761.9047619047615,0.6666666666666666,1333333.3333333333,Medium,1
"Paikpara, Mirpur",1100,2,2,6500000,23.7881532,90.35953719999999,mirpur,Medium,1,0.05740678473909157,5909.090909090909,0.6666666666666666,2166666.6666666665,Medium,1
"Uttar Badda, Badda",1156,3,3,6800000,23.7820433,90.4231228,badda,Low,0,0.030187496993459986,5882.35294117647,0.75,1700000.0,Medium,1
"Sector 12, Uttara",1660,3,3,10500000,23.8713904,90.380721,uttara,High,2,0.06886175871381538,6325.301204819277,0.75,2625000.0,Large,1
"East Shewrapara, Mirpur",1200,2,2,7800000,23.7933187,90.376601,mirpur,Medium,1,0.03971275299812494,6500.0,0.6666666666666666,2600000.0,Medium,1
"Block H, Bashundhara R-A",2700,4,4,27000000,23.8258759,90.4390353,bashundhara r-a,Medium,1,0.03076899099581054,10000.0,0.8,5400000.0,Large,0
"Block M, Bashundhara R-A",2350,4,4,19500000,23.820621,90.4561336,bashundhara r-a,Medium,1,0.0448376414406528,8297.872340425532,0.8,3900000.0,Large,0
"Middle Monipur, Mirpur",1350,3,3,8500000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,6296.2962962962965,0.75,2125000.0,Medium,1
"Section 6, Mirpur",850,2,2,5600000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,6588.235294117647,0.6666666666666666,1866666.6666666667,Medium,1
"Section 13, Mirpur",700,2,2,3800000,23.8089317,90.37836659999999,mirpur,Medium,1,0.034160814399690875,5428.571428571428,0.6666666666666666,1266666.6666666667,Small,1
"Sector 10, Uttara",1517,4,4,11500000,23.884012,90.3883735,uttara,High,2,0.07755995710577243,7580.751483190507,0.8,2300000.0,Large,1
"Block I, Bashundhara R-A",1150,3,3,9000000,23.8206687,90.43962479999999,bashundhara r-a,Medium,1,0.02903902055389801,7826.086956521739,0.75,2250000.0,Medium,1
"Sector 12, Uttara",1239,3,3,11000000,23.8713904,90.380721,uttara,High,2,0.06886175871381538,8878.127522195318,0.75,2750000.0,Medium,1
"Kallyanpur, Mirpur",1250,3,3,7500000,23.7822036,90.35953719999999,mirpur,Medium,1,0.059953864569354254,6000.0,0.75,1875000.0,Medium,1
"Section 13, Mirpur",700,2,2,3800000,23.8089317,90.37836659999999,mirpur,Medium,1,0.034160814399690875,5428.571428571428,0.6666666666666666,1266666.6666666667,Small,1
"Khulshi Garden View Housing Society, 9 No. North Pahartali Ward",1150,3,3,7500000,22.3714803,91.8034428,9 no. north pahartali ward,Low,0,2.0012306218874283,6521.739130434783,0.75,1875000.0,Medium,1
"Rasdia Mouza, Uttara",2200,5,5,23000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,10454.545454545454,0.8333333333333334,3833333.3333333335,Large,0
"Block G, Bashundhara R-A",1722,3,3,18200000,23.8244052,90.43314099999999,bashundhara r-a,Medium,1,0.02500015096034202,10569.105691056911,0.75,4550000.0,Large,0
"Block G, Aftab Nagar",1607,3,3,13200000,23.7641281,90.44669909999999,aftab nagar,Low,0,0.057458008931912594,8214.06347230865,0.75,3300000.0,Large,0
"Ahmed Nagar, Mirpur",1270,3,3,6000000,23.793741,90.35503039999999,mirpur,Medium,1,0.05980765339954874,4724.4094488188975,0.75,1500000.0,Medium,1
"Rasdia Mouza, Uttara",2200,4,4,19000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,8636.363636363636,0.8,3800000.0,Large,0
"Ranavola, Turag",1495,3,3,7000000,23.8832758,90.38543,turag,Low,0,0.07783477555462896,4682.274247491639,0.75,1750000.0,Medium,1
"Ahmed Nagar, Mirpur",1200,3,3,5500000,23.793741,90.35503039999999,mirpur,Medium,1,0.05980765339954874,4583.333333333333,0.75,1375000.0,Medium,1
"Section 12, Mirpur",650,2,2,3500000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,5384.615384615385,0.6666666666666666,1166666.6666666667,Small,1
